set_name,cluster_id,representative_term,cluster_label,n_member_terms,n_genes,member_terms_list
SP_067_PAR1_PATHWAY,67,BIOCARTA_PAR1_PATHWAY,PAR1 PATHWAY,4,35,BIOCARTA_MYOSIN_PATHWAY; BIOCARTA_PAR1_PATHWAY; KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNA12_13_RHO_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY
SP_068_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,68,WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,MICRORNAS IN CARDIOMYOCYTE HYPERTROPHY,4,148,BIOCARTA_NFAT_PATHWAY; WP_CARDIAC_HYPERTROPHIC_RESPONSE; WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY; WP_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART
SP_069_NKCELLS_PATHWAY,69,BIOCARTA_NKCELLS_PATHWAY,NKCELLS PATHWAY,1,20,BIOCARTA_NKCELLS_PATHWAY
SP_070_INFLAMMATORY_RESPONSE_PATHWAY,70,WP_INFLAMMATORY_RESPONSE_PATHWAY,INFLAMMATORY RESPONSE PATHWAY,4,56,BIOCARTA_NKT_PATHWAY; WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE; WP_INFLAMMATORY_RESPONSE_PATHWAY; WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION
SP_071_NPC_PATHWAY,71,BIOCARTA_NPC_PATHWAY,NPC PATHWAY,2,16,BIOCARTA_NPC_PATHWAY; BIOCARTA_RANMS_PATHWAY
SP_072_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,72,REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,NUCLEAR RECEPTOR TRANSCRIPTION PATHWAY,6,96,BIOCARTA_NUCLEARRS_PATHWAY; PID_RXR_VDR_PATHWAY; REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY; REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS; WP_NUCLEAR_RECEPTORS; WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY
SP_073_P53HYPOXIA_PATHWAY,73,BIOCARTA_P53HYPOXIA_PATHWAY,P53HYPOXIA PATHWAY,5,49,BIOCARTA_P53_PATHWAY; BIOCARTA_P53HYPOXIA_PATHWAY; KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION; KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION; WP_TP53_NETWORK
SP_074_PCAF_PATHWAY,74,BIOCARTA_PCAF_PATHWAY,PCAF PATHWAY,1,13,BIOCARTA_PCAF_PATHWAY
SP_075_PDZS_PATHWAY,75,BIOCARTA_PDZS_PATHWAY,PDZS PATHWAY,1,18,BIOCARTA_PDZS_PATHWAY
SP_076_TID_PATHWAY,76,BIOCARTA_TID_PATHWAY,TID PATHWAY,2,31,BIOCARTA_PML_PATHWAY; BIOCARTA_TID_PATHWAY
SP_077_PPARA_PATHWAY,77,BIOCARTA_PPARA_PATHWAY,PPARA PATHWAY,1,52,BIOCARTA_PPARA_PATHWAY
SP_078_TRANSCRIPTIONAL_REGULATION_BY_E2F6,78,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,TRANSCRIPTIONAL REGULATION BY E2F6,5,61,BIOCARTA_PRC2_PATHWAY; KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119; KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES; REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6; WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2
SP_079_PRION_PATHWAY,79,BIOCARTA_PRION_PATHWAY,PRION PATHWAY,1,12,BIOCARTA_PRION_PATHWAY
SP_080_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,80,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,CELLULAR RESPONSE TO CHEMICAL STRESS,83,1357,BIOCARTA_PROTEASOME_PATHWAY; KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION; KEGG_PROTEASOME
SP_081_PTDINS_PATHWAY,81,BIOCARTA_PTDINS_PATHWAY,PTDINS PATHWAY,1,23,BIOCARTA_PTDINS_PATHWAY
SP_082_RAB_PATHWAY,82,BIOCARTA_RAB_PATHWAY,RAB PATHWAY,1,13,BIOCARTA_RAB_PATHWAY
SP_083_RAC1_PATHWAY,83,BIOCARTA_RAC1_PATHWAY,RAC1 PATHWAY,1,21,BIOCARTA_RAC1_PATHWAY
SP_084_RACC_PATHWAY,84,BIOCARTA_RACC_PATHWAY,RACC PATHWAY,1,15,BIOCARTA_RACC_PATHWAY
SP_085_HDAC_CLASSI_PATHWAY,85,PID_HDAC_CLASSI_PATHWAY,HDAC CLASSI PATHWAY,4,86,BIOCARTA_RANBP2_PATHWAY; PID_HDAC_CLASSI_PATHWAY; PID_HDAC_CLASSII_PATHWAY; PID_RANBP2_PATHWAY
SP_086_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_I,86,WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,HOSTPATHOGEN INTERACTION OF HUMAN CORONAVIRUSES INTERFERON INDUCTION,2,39,BIOCARTA_RANKL_PATHWAY; WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION
SP_087_RHOA_PATHWAY,87,PID_RHOA_PATHWAY,RHOA PATHWAY,2,57,BIOCARTA_RHO_PATHWAY; PID_RHOA_PATHWAY
SP_088_THE_PHOTOTRANSDUCTION_CASCADE,88,REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,THE PHOTOTRANSDUCTION CASCADE,5,51,BIOCARTA_RHODOPSIN_PATHWAY; PID_CONE_PATHWAY; PID_RHODOPSIN_PATHWAY; REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE; REACTOME_THE_PHOTOTRANSDUCTION_CASCADE
SP_089_HEDGEHOG_SIGNALING_WP4249,89,WP_HEDGEHOG_SIGNALING_WP4249,HEDGEHOG SIGNALING WP4249,6,65,BIOCARTA_SHH_PATHWAY; KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY; PID_HEDGEHOG_2PATHWAY; REACTOME_ACTIVATION_OF_SMO; WP_HEDGEHOG_SIGNALING_WP4249; WP_HEDGEHOG_SIGNALING_WP47
SP_090_SM_PATHWAY,90,BIOCARTA_SM_PATHWAY,SM PATHWAY,2,20,BIOCARTA_SM_PATHWAY; REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS
SP_091_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONIC,91,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,TNF RECEPTOR SUPERFAMILY TNFSF MEMBERS MEDIATING NON CANONICAL NF KB PATHWAY,2,26,BIOCARTA_TALL1_PATHWAY; REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY
SP_092_TEL_PATHWAY,92,BIOCARTA_TEL_PATHWAY,TEL PATHWAY,1,17,BIOCARTA_TEL_PATHWAY
SP_093_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS,93,WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS,EXTRACELLULAR VESICLEMEDIATED SIGNALING IN RECIPIENT CELLS,5,67,BIOCARTA_TGFB_PATHWAY; BIOCARTA_TOB1_PATHWAY; WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING; WP_EXTRACELLULAR_VESICLEMEDIATED_SIGNALING_IN_RECIPIENT_CELLS; WP_TGFB_SMAD_SIGNALING
SP_094_VEGF_PATHWAY,94,BIOCARTA_VEGF_PATHWAY,VEGF PATHWAY,2,43,BIOCARTA_VEGF_PATHWAY; WP_ANGIOGENESIS
SP_095_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,95,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,ABC FAMILY PROTEINS MEDIATED TRANSPORT,3,99,KEGG_ABC_TRANSPORTERS; REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT; REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS
SP_096_ADHERENS_JUNCTION,96,KEGG_ADHERENS_JUNCTION,ADHERENS JUNCTION,1,73,KEGG_ADHERENS_JUNCTION
SP_097_ADIPOCYTOKINE_SIGNALING_PATHWAY,97,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,ADIPOCYTOKINE SIGNALING PATHWAY,2,111,KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY; WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING
SP_098_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,98,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,ALANINE ASPARTATE AND GLUTAMATE METABOLISM,3,39,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM; WP_ALANINE_AND_ASPARTATE_METABOLISM; WP_GABA_METABOLISM_AKA_GHB
SP_099_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,99,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,ALDOSTERONE REGULATED SODIUM REABSORPTION,2,56,KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION; KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
SP_100_PHOSPHOLIPID_METABOLISM,100,REACTOME_PHOSPHOLIPID_METABOLISM,PHOSPHOLIPID METABOLISM,13,260,KEGG_ALPHA_LINOLENIC_ACID_METABOLISM; KEGG_ETHER_LIPID_METABOLISM; KEGG_GLYCEROPHOSPHOLIPID_METABOLISM; KEGG_LINOLEIC_ACID_METABOLISM; REACTOME_ACYL_CHAIN_REMODELLING_OF_PC; REACTOME_ACYL_CHAIN_REMODELLING_OF_PE; REACTOME_ACYL_CHAIN_REMODELLING_OF_PG; REACTOME_ACYL_CHAIN_REMODELLING_OF_PI; REACTOME_ACYL_CHAIN_REMODELLING_OF_PS; REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS
SP_101_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,101,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM,3,59,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM; KEGG_GALACTOSE_METABOLISM; WP_UDPDERIVED_SUGARS_SYNTHESIS_IN_FIBROBLASTS
SP_102_TRNA_AMINOACYLATION,102,REACTOME_TRNA_AMINOACYLATION,TRNA AMINOACYLATION,4,46,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS; REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION; REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION; REACTOME_TRNA_AMINOACYLATION
SP_103_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,103,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,AMYOTROPHIC LATERAL SCLEROSIS ALS,2,56,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS; WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
SP_104_ANTIGEN_PROCESSING_AND_PRESENTATION,104,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,ANTIGEN PROCESSING AND PRESENTATION,1,88,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
SP_105_FATTY_ACID_METABOLISM,105,REACTOME_FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,10,238,KEGG_ARACHIDONIC_ACID_METABOLISM; REACTOME_ARACHIDONATE_METABOLISM; REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS; REACTOME_FATTY_ACID_METABOLISM; REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX; WP_EICOSANOID_SYNTHESIS; WP_OCTADECANOID_FORMATION_FROM_LINOLEIC_ACID; WP_OMEGA3FATTY_ACIDS_IN_SENESCENCE; WP_OMEGA6FATTY_ACIDS_IN_SENESCENCE; WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE
SP_106_ARGININE_AND_PROLINE_METABOLISM,106,KEGG_ARGININE_AND_PROLINE_METABOLISM,ARGININE AND PROLINE METABOLISM,5,67,KEGG_ARGININE_AND_PROLINE_METABOLISM; REACTOME_UREA_CYCLE; WP_BIOMARKERS_FOR_UREA_CYCLE_DISORDERS; WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS; WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS
SP_107_DILATED_CARDIOMYOPATHY,107,KEGG_DILATED_CARDIOMYOPATHY,DILATED CARDIOMYOPATHY,12,182,KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC; KEGG_DILATED_CARDIOMYOPATHY; KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM; KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_CDC42_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_ITGA_B_RHOG_RAC_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGAP_RHOA_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_ITGA_B_RHOGEF_RHOA_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY; PID_ARF6_TRAFFICKING_PATHWAY
SP_108_BIOLOGICAL_OXIDATIONS,108,REACTOME_BIOLOGICAL_OXIDATIONS,BIOLOGICAL OXIDATIONS,16,458,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM; KEGG_DRUG_METABOLISM_CYTOCHROME_P450; KEGG_DRUG_METABOLISM_OTHER_ENZYMES; KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450; KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS; KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM; KEGG_RETINOL_METABOLISM; KEGG_STARCH_AND_SUCROSE_METABOLISM; KEGG_STEROID_HORMONE_BIOSYNTHESIS; REACTOME_ASPIRIN_ADME
SP_109_AXON_GUIDANCE,109,KEGG_AXON_GUIDANCE,AXON GUIDANCE,2,154,KEGG_AXON_GUIDANCE; WP_AXON_GUIDANCE
SP_110_T_CELL_RECEPTOR_SIGNALING_PATHWAY,110,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,T CELL RECEPTOR SIGNALING PATHWAY,10,298,KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY; KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY; PID_BCR_5PATHWAY; PID_CD8_TCR_PATHWAY; PID_FCER1_PATHWAY; PID_TCR_PATHWAY; WP_B_CELL_RECEPTOR_SIGNALING; WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION; WP_TCELL_ACTIVATION_SARSCOV2; WP_TCELL_RECEPTOR_SIGNALING
SP_111_BASAL_TRANSCRIPTION_FACTORS,111,KEGG_BASAL_TRANSCRIPTION_FACTORS,BASAL TRANSCRIPTION FACTORS,1,35,KEGG_BASAL_TRANSCRIPTION_FACTORS
SP_112_DNA_REPAIR,112,REACTOME_DNA_REPAIR,DNA REPAIR,39,371,KEGG_BASE_EXCISION_REPAIR; KEGG_DNA_REPLICATION; KEGG_MEDICUS_REFERENCE_CORE_NER_REACTION; KEGG_MEDICUS_REFERENCE_GLOBAL_GENOME_NER; KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER; KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR; KEGG_MEDICUS_REFERENCE_OKAZAKI_FRAGMENT_MATURATION; KEGG_MEDICUS_REFERENCE_ORIGIN_UNWINDING_AND_ELONGATION; KEGG_MISMATCH_REPAIR; KEGG_NUCLEOTIDE_EXCISION_REPAIR
SP_113_PYRUVATE_METABOLISM,113,KEGG_PYRUVATE_METABOLISM,PYRUVATE METABOLISM,5,87,KEGG_BETA_ALANINE_METABOLISM; KEGG_BUTANOATE_METABOLISM; KEGG_LIMONENE_AND_PINENE_DEGRADATION; KEGG_PROPANOATE_METABOLISM; KEGG_PYRUVATE_METABOLISM
SP_114_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,114,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,BIOSYNTHESIS OF UNSATURATED FATTY ACIDS,4,36,KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS; REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM; WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS; WP_OMEGA9_FATTY_ACID_SYNTHESIS
SP_115_CALCIUM_SIGNALING_PATHWAY,115,KEGG_CALCIUM_SIGNALING_PATHWAY,CALCIUM SIGNALING PATHWAY,2,179,KEGG_CALCIUM_SIGNALING_PATHWAY; KEGG_MEDICUS_REFERENCE_GPCR_PLCB_ITPR_SIGNALING_PATHWAY
SP_116_CARDIAC_MUSCLE_CONTRACTION,116,KEGG_CARDIAC_MUSCLE_CONTRACTION,CARDIAC MUSCLE CONTRACTION,7,153,KEGG_CARDIAC_MUSCLE_CONTRACTION; KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV; KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV; KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV; REACTOME_COMPLEX_IV_ASSEMBLY; REACTOME_CYTOPROTECTION_BY_HMOX1; WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY
SP_117_CELL_ADHESION_MOLECULES_CAMS,117,KEGG_CELL_ADHESION_MOLECULES_CAMS,CELL ADHESION MOLECULES CAMS,1,133,KEGG_CELL_ADHESION_MOLECULES_CAMS
SP_118_CELL_CYCLE,118,KEGG_CELL_CYCLE,CELL CYCLE,6,232,KEGG_CELL_CYCLE; KEGG_P53_SIGNALING_PATHWAY; WP_CELL_CYCLE; WP_DNA_DAMAGE_RESPONSE; WP_G1_TO_S_CELL_CYCLE_CONTROL; WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE
SP_119_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,119,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,CYTOKINE CYTOKINE RECEPTOR INTERACTION,6,442,KEGG_CHEMOKINE_SIGNALING_PATHWAY; KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION; REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES; WP_CHEMOKINE_SIGNALING; WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION; WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS
SP_120_MELATONIN_METABOLISM_AND_EFFECTS,120,WP_MELATONIN_METABOLISM_AND_EFFECTS,MELATONIN METABOLISM AND EFFECTS,7,66,KEGG_CIRCADIAN_RHYTHM_MAMMAL; PID_CIRCADIAN_PATHWAY; REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES; REACTOME_PHOSPHORYLATION_AND_NUCLEAR_TRANSLOCATION_OF_THE_CRY_PER_KINASE_COMPLEX; REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS; REACTOME_THE_CRY_PER_KINASE_COMPLEX_REPRESSES_TRANSACTIVATION_BY_THE_BMAL_CLOCK_ARNTL_CLOCK_COMPLEX; WP_MELATONIN_METABOLISM_AND_EFFECTS
SP_121_CITRIC_ACID_CYCLE_TCA_CYCLE,121,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,CITRIC ACID CYCLE TCA CYCLE,6,48,KEGG_CITRATE_CYCLE_TCA_CYCLE; KEGG_MEDICUS_REFERENCE_CITRATE_CYCLE_SECOND_CARBON_OXIDATION_2; REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE; REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE; WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE; WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC
SP_122_CYSTEINE_AND_METHIONINE_METABOLISM,122,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,CYSTEINE AND METHIONINE METABOLISM,5,54,KEGG_CYSTEINE_AND_METHIONINE_METABOLISM; KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION; REACTOME_METHYLATION; WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY; WP_SPINA_BIFIDA
SP_123_CYTOSOLIC_DNASENSING_PATHWAY,123,WP_CYTOSOLIC_DNASENSING_PATHWAY,CYTOSOLIC DNASENSING PATHWAY,9,139,KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY; KEGG_RNA_POLYMERASE; REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA; REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION; REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION; REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER; REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER; REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION; WP_CYTOSOLIC_DNASENSING_PATHWAY
SP_124_INTEGRIN_CELL_SURFACE_INTERACTIONS,124,REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,INTEGRIN CELL SURFACE INTERACTIONS,7,196,KEGG_ECM_RECEPTOR_INTERACTION; PID_INTEGRIN1_PATHWAY; PID_INTEGRIN3_PATHWAY; REACTOME_ECM_PROTEOGLYCANS; REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS; REACTOME_SYNDECAN_INTERACTIONS; WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS
SP_125_ENDOCYTOSIS,125,KEGG_ENDOCYTOSIS,ENDOCYTOSIS,1,181,KEGG_ENDOCYTOSIS
SP_126_EGFEGFR_SIGNALING,126,WP_EGFEGFR_SIGNALING,EGFEGFR SIGNALING,13,603,KEGG_ERBB_SIGNALING_PATHWAY; KEGG_INSULIN_SIGNALING_PATHWAY; KEGG_NEUROTROPHIN_SIGNALING_PATHWAY; PID_ERBB1_DOWNSTREAM_PATHWAY; PID_ERBB2_ERBB3_PATHWAY; PID_PDGFRB_PATHWAY; WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY; WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING; WP_EGFEGFR_SIGNALING; WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE
SP_127_FATTY_ACID_METABOLISM,127,KEGG_FATTY_ACID_METABOLISM,FATTY ACID METABOLISM,8,87,KEGG_FATTY_ACID_METABOLISM; KEGG_MEDICUS_REFERENCE_BETA_OXIDATION; KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION; REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION; REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS; WP_FATTY_ACID_BETAOXIDATION; WP_MITOCHONDRIAL_FATTY_ACID_OXIDATION_DISORDERS; WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION
SP_128_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,128,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,FC GAMMA R MEDIATED PHAGOCYTOSIS,3,166,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY; KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS; KEGG_VEGF_SIGNALING_PATHWAY
SP_129_PLEURAL_MESOTHELIOMA,129,WP_PLEURAL_MESOTHELIOMA,PLEURAL MESOTHELIOMA,8,860,KEGG_FOCAL_ADHESION; KEGG_REGULATION_OF_ACTIN_CYTOSKELETON; WP_FOCAL_ADHESION; WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING; WP_INTEGRINMEDIATED_CELL_ADHESION; WP_PI3KAKT_SIGNALING; WP_PLEURAL_MESOTHELIOMA; WP_REGULATION_OF_ACTIN_CYTOSKELETON
SP_130_FOLATE_BIOSYNTHESIS,130,KEGG_FOLATE_BIOSYNTHESIS,FOLATE BIOSYNTHESIS,1,11,KEGG_FOLATE_BIOSYNTHESIS
SP_131_FRUCTOSE_AND_MANNOSE_METABOLISM,131,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,FRUCTOSE AND MANNOSE METABOLISM,2,41,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM; WP_DISORDERS_OF_FRUCTOSE_METABOLISM
